SL NO,Hotel_name,Location,Price,Discount,Total Rating,Rating(out of 5),Hotel ID,Booking ID,Booking Status,Payment Mode (online/offline),No of Guest,check in time,check in status,Total Price,Customer ID,Review,URL
489,OYO Rooms 098 South Delhi,"Opposite Karnataka Bank, Kalkaji",1349,25%,195,5,41318,XYZ4789,confirmed,online,2,12:00pm,completed,3500,CUST1496,"Average experience, nothing special.",https://www.oyorooms.com/41318
490,OYO Apartments 273 Dwarka Sector 12,Dwarka,1449,25%,209,2,41540,XYZ4790,confirmed,online,2,12:00pm,completed,3500,CUST1197,"Average experience, nothing special.",https://www.oyorooms.com/41540
491,OYO Rooms 616 NDLS Gate Number 2,Desh Bandhu Gupta Road,1499,25%,74,4,42374,XYZ4791,confirmed,online,2,12:00pm,completed,4500,CUST1146,Would definitely recommend to others.,https://www.oyorooms.com/42374
492,OYO Rooms 195 Patel Nagar Metro Station,East Patel Nagar,4649,25%,245,3,42919,XYZ4792,confirmed,online,2,12:00pm,completed,4500,CUST1106,Would definitely recommend to others.,https://www.oyorooms.com/42919
493,OYO Rooms 128 Paschim Vihar District Park,Bhera Enclave,1649,25%,260,3,43209,XYZ4793,confirmed,online,2,12:00pm,completed,3600,CUST1111,Would definitely recommend to others.,https://www.oyorooms.com/43209
494,OYO Rooms 613 Kirti Nagar-B&B,Kirti Nagar,1649,25%,604,5,43507,XYZ4794,confirmed,online,2,12:00pm,completed,3600,CUST1115,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/43507
495,OYO Rooms 006 New Friends Colony,Near Bank of Baroda,3999,25%,3,4,44124,XYZ4795,confirmed,online,2,12:00pm,completed,4500,CUST1343,Very affordable with good facilities.,https://www.oyorooms.com/44124
496,OYO Rooms 690 Okhla Near Fortis Hospital,"Jamia Nagar, Okhla",1699,25%,6,2,44685,XYZ4796,confirmed,online,2,12:00pm,completed,4500,CUST1450,Very affordable with good facilities.,https://www.oyorooms.com/44685
497,OYO Rooms 509 Near Badarpur,"60 Feet Road, Pul Pehlad Pur",1899,25%,7,1,45679,XYZ4797,confirmed,online,2,12:00pm,completed,3600,CUST1404,Very affordable with good facilities.,https://www.oyorooms.com/45679
498,OYO Premium 177 Defence Colony,Defence Colony,1399,25%,144,4,45734,XYZ4798,confirmed,online,2,12:00pm,completed,4500,CUST1307,Very affordable with good facilities.,https://www.oyorooms.com/45734
499,OYO Rooms 329 8575 Arakashan Road,Arakashan Road,4199,25%,7398,5,46392,XYZ4799,confirmed,online,2,5:30pm,completed,6500,CUST1076,Room was not clean upon arrival.,https://www.oyorooms.com/46392
500,OYO Rooms 491 Mahipalpur NH8,"National Highway, NH8",2149,25%,7,1,4729,XYZ4800,confirmed,online,2,5:30pm,completed,5300,CUST1365,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/4729
501,OYO Rooms 194 Next To IGI Airport Corporate Special,"Kapashera Extension, Bijwasan Road",3649,25%,127,4,47958,XYZ4801,confirmed,online,2,1:00pm,completed,5300,CUST1392,Excellent location and friendly staff.,https://www.oyorooms.com/47958
502,OYO Rooms 215 Gangaram Hospital,Old Rajendra Nagar,1249,25%,161,5,48527,XYZ4802,confirmed,online,2,12:00pm,completed,5500,CUST1412,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/48527
503,OYO Rooms 212 Hauz Khas,Panchsheel Park South,1449,25%,69,2,48544,XYZ4803,confirmed,online,2,12:00pm,completed,5500,CUST1431,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/48544
504,OYO Rooms 588 DB Gupta Road Near Flyover,Dariba Pan,2249,25%,107,4,48905,XYZ4804,confirmed,online,2,5:30pm,completed,5500,CUST1429,Check-in process was slow and frustrating.,https://www.oyorooms.com/48905
505,OYO Rooms 185 GK 1 Near M Block Market,Greater Kailash Part 1,3449,25%,77,3,48981,XYZ4805,confirmed,online,2,12:00pm,completed,3500,CUST1060,Check-in process was slow and frustrating.,https://www.oyorooms.com/48981
506,OYO Rooms 653 Near Kailash Colony Metro,Kailash Colony,2899,25%,130,4,50310,XYZ4806,confirmed,online,2,12:00pm,completed,3500,CUST1124,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/50310
507,OYO Rooms 133 East of Kailash Extension,Opp Sapna Cinema,1599,25%,24,1,50631,XYZ4807,confirmed,online,2,12:00pm,completed,6000,CUST1199,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/50631
508,OYO Rooms 486 IGI Airport Near Main Road,"Near Prem Motor Showroom, Adjoining Vasantkunj Road",2449,25%,129,5,53206,XYZ4808,confirmed,online,2,2:30pm,completed,5000,CUST1421,Check-in process was slow and frustrating.,https://www.oyorooms.com/53206
509,OYO Rooms 602 Chandi Wali Gali Paharganj,Near New Delhi Railway Station,1249,25%,1,1,53732,XYZ4809,confirmed,online,2,12:00pm,completed,4000,CUST1147,Very affordable with good facilities.,https://www.oyorooms.com/53732
510,OYO Rooms 528 8A/50 Channa Market,"Channa Market, Karol Bagh",2099,25%,35,3,53882,XYZ4810,confirmed,online,2,3:00pm,completed,4000,CUST1112,"Poor service, not worth the price.",https://www.oyorooms.com/53882
511,OYO Premium 052 Jasola Apollo,Kalindi Kunj Road,1949,25%,22,5,54800,XYZ4811,confirmed,online,2,12:00pm,completed,4000,CUST1366,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/54800
512,OYO Rooms 270 Nizamuddin Railway Station,Jangpura,1499,25%,16,4,56157,XYZ4812,confirmed,online,2,12:00pm,completed,5000,CUST1355,"Average experience, nothing special.",https://www.oyorooms.com/56157
513,OYO Rooms 089 Kalkaji,Chittaranjan Park,2299,25%,23,5,57648,XYZ4813,confirmed,online,2,1:30pm,completed,3000,CUST1390,Room was not clean upon arrival.,https://www.oyorooms.com/57648
514,OYO Rooms 484 IGI Airport Hotel,NH8,1299,25%,104,2,58394,XYZ4814,confirmed,online,2,12:00pm,completed,2000,CUST1311,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/58394
515,OYO Rooms 126 East of Kailash,Near Nehru Place,1599,25%,410,3,61371,XYZ4815,confirmed,online,2,12:00pm,completed,2000,CUST1087,Check-in process was slow and frustrating.,https://www.oyorooms.com/61371
516,OYO Rooms 272 Delhi English School Sector 21 Dwarka,Dwarka Sector 23,1699,25%,879,4,62946,XYZ4816,confirmed,online,2,4:00pm,completed,3000,CUST1257,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/62946
517,OYO Rooms 567 Paharganj Near RK Ashram Metro,Near R.K. Ashram Metro Station,1449,25%,75,5,74521,XYZ4817,confirmed,online,2,12:00pm,completed,10000,CUST1117,Excellent location and friendly staff.,https://www.oyorooms.com/74521
518,OYO Rooms 599 Rajguru Road Paharganj 2,"Rajguru Road, Chuna Mandi",1449,25%,686,5,74998,XYZ4818,confirmed,online,2,12:00pm,completed,5200,CUST1495,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/74998
519,OYO Rooms 300 IGI Airport 3,"Behind Prem Maruti Showroom, Mahipalpur",1349,25%,588,4,75271,XYZ4819,confirmed,online,2,12:00pm,completed,3500,CUST1373,"Average experience, nothing special.",https://www.oyorooms.com/75271
520,OYO Rooms 641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",1599,25%,1875,3,76729,XYZ4820,confirmed,online,2,3:00pm,completed,3500,CUST1143,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/76729
521,OYO Premium 529 Jasola Vihar,"Pocket-2, Jasola",1849,25%,995,4,78700,XYZ4821,confirmed,offline,2,12:00pm,completed,3500,CUST1199,"Average experience, nothing special.",https://www.oyorooms.com/78700
522,OYO Premium 143 Rajouri Garden Janta Market,Rajouri Garden,1599,25%,1144,5,78745,XYZ4822,confirmed,offline,2,12:00pm,completed,4500,CUST1341,Would definitely recommend to others.,https://www.oyorooms.com/78745
523,OYO Rooms 565 Airport Travellers Delight,"Street No.7, Near IGI Airport, Mahipalpur",5049,25%,2051,5,79133,XYZ4823,confirmed,offline,2,5:50pm,completed,4500,CUST1150,"Great stay, very clean and comfortable.",https://www.oyorooms.com/79133
524,OYO Premium 220 East Of Kailash Extension,East of Kailash,3899,25%,644,3,79436,XYZ4824,confirmed,offline,1,12:00pm,completed,4500,CUST1345,"Great stay, very clean and comfortable.",https://www.oyorooms.com/79436
525,OYO Rooms 666 Nehru Place Near Metro Station,Nehru Enclave,3699,25%,34,2,79763,XYZ4825,confirmed,offline,1,12:00pm,completed,6500,CUST1481,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/79763
526,OYO Rooms 350 Delhi Gate ,Darya Ganj,3449,25%,664,5,80292,XYZ4826,confirmed,offline,2,12:00pm,completed,4500,CUST1302,Excellent location and friendly staff.,https://www.oyorooms.com/80292
527,OYO Premium 106 Paharganj,Paharganj,1799,25%,119,4,81510,XYZ4827,confirmed,offline,3,1:30pm,completed,6500,CUST1255,"Great stay, very clean and comfortable.",https://www.oyorooms.com/81510
528,OYO Rooms 044 Patel Nagar Delhi,East Patel Nagar,6099,25%,477,4,82215,XYZ4828,confirmed,offline,3,12:00pm,completed,3500,CUST1424,"Average experience, nothing special.",https://www.oyorooms.com/82215
529,OYO Rooms 671 Dabri Palam Road,Main Mahiveer Enclave in front of Sulabh International Dabri Palam Road,4999,25%,589,5,83864,XYZ4829,confirmed,offline,3,8:50pm,completed,2500,CUST1402,Excellent location and friendly staff.,https://www.oyorooms.com/83864
530,OYO Rooms 553 Paharganj Flyover 1,"D.B. Gupta Road, Paharganj",3849,25%,470,5,83909,XYZ4830,confirmed,offline,3,12:00pm,completed,2502,CUST1168,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/83909
531,OYO Rooms 111 Paharganj 54,Paharganj,2349,25%,465,4,83949,XYZ4831,confirmed,offline,3,12:00pm,completed,2000,CUST1373,"Average experience, nothing special.",https://www.oyorooms.com/83949
532,OYO Rooms 105 Paharganj DB Gupta Road 2,Paharganj,3349,25%,711,5,84814,XYZ4832,confirmed,offline,3,12:00pm,completed,2000,CUST1219,Would definitely recommend to others.,https://www.oyorooms.com/84814
533,OYO Rooms 361 Paharganj Near Darbar Sweets,Pahar Ganj,5799,25%,16,3,84823,XYZ4833,confirmed,online,3,12:00pm,completed,2000,CUST1151,Excellent location and friendly staff.,https://www.oyorooms.com/84823
534,OYO Premium 532 GK1 M Block Market 1,Greater Kailash 1,3299,25%,2617,4,85,XYZ4834,confirmed,online,3,6:30pm,completed,3000,CUST1488,Room was not clean upon arrival.,https://www.oyorooms.com/85
535,OYO Rooms 027 Karol Bagh 8/41,Karol Bagh,2049,25%,3524,5,88630,XYZ4835,confirmed,online,3,12:00pm,completed,3000,CUST1494,Excellent location and friendly staff.,https://www.oyorooms.com/88630
536,OYO Rooms 358 Near Jasola Sports Complex,Jasola,2049,25%,253,3,88787,XYZ4836,confirmed,online,3,3:00pm,completed,5000,CUST1016,Room was not clean upon arrival.,https://www.oyorooms.com/88787
537,OYO Premium 236 Malviya Nagar Metro,Malviya Nagar,3349,25%,429,4,88914,XYZ4837,confirmed,online,3,8:50pm,completed,3500,CUST1210,"Great stay, very clean and comfortable.",https://www.oyorooms.com/88914
538,OYO Homes 678 Jangpura Birbal Road,Jangpura Extension,3349,25%,1457,5,894,XYZ4838,confirmed,online,2,12:00pm,completed,3000,CUST1445,Would definitely recommend to others.,https://www.oyorooms.com/894
539,OYO Apartments 561 Ramphal Chowk,"Palam Extension, Sector 7, Near Gold's Gym",3449,25%,1144,5,92243,XYZ4839,confirmed,online,2,5:00pm,completed,3000,CUST1386,Would definitely recommend to others.,https://www.oyorooms.com/92243
540,OYO Rooms 038 Jamia River View,Jamia Nagar,3249,25%,74,3,92579,XYZ4840,confirmed,online,2,8:00pm,completed,5000,CUST1472,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/92579
541,OYO Premium 483 Lajpat Nagar Ring Road 2,Ring Road,3299,25%,2664,4,92757,XYZ4841,confirmed,online,2,12:00pm,completed,5200,CUST1040,Excellent location and friendly staff.,https://www.oyorooms.com/92757
542,OYO Homes 382 Pitampura Metro Station,Road no 44,3149,25%,207,4,94099,XYZ4842,confirmed,online,2,8:20pm,completed,4200,CUST1038,Check-in process was slow and frustrating.,https://www.oyorooms.com/94099
543,OYO Premium 123 Hauz Khas,Safdarjung Enclave,2999,25%,562,4,94584,XYZ4843,confirmed,online,2,8:30pm,completed,6500,CUST1270,"Poor service, not worth the price.",https://www.oyorooms.com/94584
544,OYO Rooms 115 Main Bazar Paharganj,Near Imperial Cinema,2749,25%,709,4,94615,XYZ4844,confirmed,online,2,12:00pm,completed,6500,CUST1268,Room was not clean upon arrival.,https://www.oyorooms.com/94615
545,OYO Rooms 296 Railway Station Paharganj 2,Paharganj,2399,25%,1086,5,9497,XYZ4845,confirmed,online,1,12:00pm,completed,3500,CUST1106,Very affordable with good facilities.,https://www.oyorooms.com/9497
546,OYO Homes 375 South Extension 1 H Block,South Extension - 1,2749,25%,1320,5,95745,XYZ4846,confirmed,online,2,1:30pm,completed,3500,CUST1452,Check-in process was slow and frustrating.,https://www.oyorooms.com/95745
547,OYO Rooms 297 PVR Saket,Saket,1699,25%,2881,5,96752,XYZ4847,confirmed,online,2,1:50pm,completed,6500,CUST1012,"Great stay, very clean and comfortable.",https://www.oyorooms.com/96752
548,OYO Rooms 065 Janakpuri Near Dabri Mod,"Pankha Road,Dabri Mor",6849,25%,140,3,98364,XYZ4848,confirmed,online,2,12:00pm,completed,3500,CUST1089,"Average experience, nothing special.",https://www.oyorooms.com/98364
549,OYO Rooms 136 Karol Bagh 5/25,Karolbagh,1999,25%,7,2,9852,XYZ4849,confirmed,online,2,12:00pm,completed,4500,CUST1401,Would definitely recommend to others.,https://www.oyorooms.com/9852
550,OYO Rooms 396 Nirman Vihar Metro,Near Nirman Vihar Metro Station,1549,25%,141,4,98589,XYZ4850,confirmed,offline,2,8:50pm,completed,6500,CUST1468,Check-in process was slow and frustrating.,https://www.oyorooms.com/98589
551,OYO Rooms 268 Gali Hari Mandir Paharganj,Paharganj,3549,25%,141,5,99884,XYZ4851,confirmed,offline,2,5:00pm,completed,7500,CUST1441,"Great stay, very clean and comfortable.",https://www.oyorooms.com/99884
552,OYO Rooms 277 Near Jhandewalan Metro,Karol Bagh,1099,25%,34,2,9995,XYZ4852,confirmed,offline,2,12:00pm,completed,7800,CUST1125,Excellent location and friendly staff.,https://www.oyorooms.com/9995
553,OYO Premium 672 Paharganj Police Station,"Street No.1, Multani Dhanda, Paharganj",3999,25%,35,3,189227,XYZ4853,confirmed,offline,2,12:00pm,completed,9800,CUST1225,"Average experience, nothing special.",https://www.oyorooms.com/189227
554,OYO Rooms 043 Nehru Place Extension,Jasola,3299,25%,428,4,189302,XYZ4854,confirmed,offline,2,8:52pm,completed,8520,CUST1221,"Great stay, very clean and comfortable.",https://www.oyorooms.com/189302
555,OYO Rooms 683 Near T3 Airport Delhi,Kapashera,3749,25%,394,5,115287,XYZ4855,confirmed,offline,2,5:00pm,completed,5200,CUST1431,"Great stay, very clean and comfortable.",https://www.oyorooms.com/115287
556,OYO Rooms 596 Main Bazaar Paharganj Gali No 1,"Main Bazar, 6 Tooti Chowk",2549,25%,621,3,182687,XYZ4856,confirmed,offline,2,6:55pm,completed,7852,CUST1111,Would definitely recommend to others.,https://www.oyorooms.com/182687
557,OYO Rooms 609 Paharganj Near NDLS,"Ram Nagar, Street No.1",3849,25%,158,4,207383,XYZ4857,confirmed,offline,2,1:55pm,completed,3650,CUST1376,Check-in process was slow and frustrating.,https://www.oyorooms.com/207383
558,OYO Rooms 266 7A/36 Channa Market Karol Bagh,Karol Bagh,3249,25%,42,5,210598,XYZ4858,confirmed,offline,2,12:00pm,completed,5500,CUST1391,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/210598
559,OYO Rooms 173 Paharganj Qutub Road,Ram Nagar,3749,25%,61,4,197722,XYZ4859,confirmed,offline,2,8:50pm,completed,5500,CUST1339,"Great stay, very clean and comfortable.",https://www.oyorooms.com/197722
560,OYO Rooms 173 Paharganj Qutub Road,Ram Nagar,5099,25%,8,2,113970,XYZ4860,confirmed,offline,2,8:00pm,completed,5000,CUST1150,Check-in process was slow and frustrating.,https://www.oyorooms.com/113970
561,OYO Rooms 578 Karol Bagh 16/7 Arya Samaj Road,"Arya Samaj Road, Opposite Satbhrawan School",3499,25%,80,1,170158,XYZ4861,confirmed,offline,2,2:30pm,completed,5000,CUST1282,"Poor service, not worth the price.",https://www.oyorooms.com/170158
562,OYO Rooms 230 Near RK Ashram Metro Paharganj,Paharganj,2949,25%,343,2,191281,XYZ4862,confirmed,offline,2,12:00pm,completed,5200,CUST1124,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/191281
563,OYO Rooms 626 DB Gupta NDLS,"Near Gate No 1, Opposite Sheila Cinema",3949,25%,5,1,193511,XYZ4863,confirmed,offline,2,12:30pm,completed,3500,CUST1156,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/193511
564,OYO Rooms 451 Gali No 3 Ram Nagar Paharganj,"Saran Building, Gali No. 3",4749,25%,334,2,195011,XYZ4864,confirmed,offline,2,3:00pm,completed,3500,CUST1354,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/195011
565,OYO Flagship 497 Green Park,"B Block, Safdarjung Enclave",2299,25%,55,1,196496,XYZ4865,confirmed,offline,2,12:00pm,completed,3500,CUST1038,Very affordable with good facilities.,https://www.oyorooms.com/196496
566,OYO Flagship 500 New Friends Colony,"Plot no. A-44, A Block, New Friends Colony, Delhi",3399,25%,195,3,203208,XYZ4866,confirmed,offline,2,12:00pm,completed,4500,CUST1115,"Average experience, nothing special.",https://www.oyorooms.com/203208
567,OYO Flagship 494 East of Kailash,"Plot no. E-301, E Block, East of Kailash, Delhi",3349,25%,209,4,209148,XYZ4867,confirmed,offline,2,8:50pm,completed,6500,CUST1194,Excellent location and friendly staff.,https://www.oyorooms.com/209148
568,OYO Flagship 512 Safdarjung Enclave,"B Block, Safdurjung Enclave",3499,25%,74,5,211456,XYZ4868,confirmed,offline,2,12:00pm,completed,6000,CUST1215,Excellent location and friendly staff.,https://www.oyorooms.com/211456
569,OYO Flagship 573 Paharganj NDLS,"Arakashan Road, Paharganj",1899,25%,245,3,6519,XYZ4869,confirmed,offline,2,12:00pm,completed,6000,CUST1352,"Poor service, not worth the price.",https://www.oyorooms.com/6519
570,OYO Premium 526 Wazirpur Industrial Area,"Phase 2, Ashok Vihar, New Delhi",3399,25%,260,1,75138,XYZ4870,confirmed,offline,2,8:00pm,completed,5000,CUST1117,Room was not clean upon arrival.,https://www.oyorooms.com/75138
571,OYO Rooms 610 Green Park Extension,Hauz Khas Village,4499,25%,604,3,178043,XYZ4871,confirmed,offline,2,12:00pm,completed,3500,CUST1106,"Poor service, not worth the price.",https://www.oyorooms.com/178043
572,OYO Rooms 606 New Friends Colony 1,New Friends Colony,3199,25%,3,4,89848,XYZ4872,confirmed,offline,3,12:00pm,completed,3500,CUST1304,Very affordable with good facilities.,https://www.oyorooms.com/89848
573,OYO Rooms 699 North Campus,"Phase 2, Ashok Vihar",3399,25%,6,5,188580,XYZ4873,confirmed,offline,3,12:00pm,completed,3500,CUST1105,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/188580
574,OYO Premium 538 Hauz Khas Metro,"S Block, Panchsheel Park",4499,25%,7,5,188591,XYZ4874,confirmed,offline,3,12:00pm,completed,5000,CUST1062,Check-in process was slow and frustrating.,https://www.oyorooms.com/188591
575,OYO Premium 336 Resort International Airport Delhi,Kapashera,4049,25%,144,4,188598,XYZ4875,confirmed,offline,3,4:00pm,completed,5000,CUST1313,"Poor service, not worth the price.",https://www.oyorooms.com/188598
